position	saliency
1	-0.079777
2	0.032385
3	-0.211505
4	0.058804
5	0.127227
6	0.260684
7	0.000169
8	-0.108689
9	0.181722
10	-0.059581
11	0.155699
12	-0.032882
13	0.220780
14	0.349191
15	0.242299
16	-0.155337
17	-0.064723
18	0.069178
19	-0.283766
20	0.071139
21	-0.010692
22	-0.165241
23	-0.020185
24	0.035909
25	0.526227
26	-0.101667
27	0.006711
28	0.331270
29	0.335641
30	0.067362
31	0.070336
32	0.093282
33	-0.629646
34	-0.280116
35	0.059155
36	0.533041
37	0.056994
38	-0.289214
39	-0.247320
40	-0.348166
41	-0.082370
42	0.183745
43	0.040421
44	-0.070846
45	0.071911
46	-0.046573
47	-0.176094
48	0.149520
49	0.017846
50	0.053672
51	-0.002604
52	0.145879
53	0.057862
54	0.739333
55	0.634042
56	0.378776
57	0.148581
58	0.060978
59	-0.527722
60	0.488832
61	0.401847
62	-0.029841
63	-0.181160
64	-0.124647
65	1.000000
66	0.319255
67	0.361365
68	0.688611
69	-0.188187
70	-0.031126
71	0.099039
72	0.117856
73	0.432001
74	0.053881
75	0.025892
76	0.314042
77	0.220401
78	-0.229226
79	-0.413951
80	-0.000003
81	0.277689
82	0.416243
83	-0.415510
84	0.265729
85	0.134078
86	-0.302513
87	0.290893
88	0.602091
89	0.271931
90	0.531552
91	0.191339
92	0.058910
93	0.124710
94	0.086290
95	0.227105
96	0.257132
97	0.198659
98	0.246029
99	-0.019103
100	-0.314805
101	0.119951
102	-0.066066
103	0.286853
104	-0.045330
105	-0.218456
106	-0.110745
107	0.153403
108	-0.128727
109	-0.270314
110	-0.038987
111	0.018418
112	0.314858
113	0.491179
114	0.030419
115	0.213512
116	0.301584
117	0.052804
118	-0.366335
119	-0.075982
120	0.013619
121	0.134054
122	0.431816
123	0.400002
124	0.090309
125	0.276207
126	0.167412
127	-0.138942
128	-0.039724
129	0.102384
130	0.105556
131	0.049609
132	0.128669
133	0.181737
134	0.010857
135	-0.098526
136	0.173578
137	0.016561
138	0.051815
139	0.198508
140	-0.089681
141	-0.037843
142	-0.023513
143	-0.058516
144	-0.173370
145	0.287016
146	-0.275090
147	-0.069950
148	-0.148259
149	0.118249
150	-0.028603
151	-0.083310
152	-0.357528
153	0.163572
154	-0.069070
155	-0.208453
156	-0.114685
157	0.066299
158	-0.017687
159	-0.033517
160	-0.082514
161	-0.039776
162	-0.037670
163	0.070371
164	0.015052
165	0.068217
166	-0.311664
167	-0.038211
168	0.390350
169	0.737472
170	0.502797
171	0.006207
172	-0.077985
173	0.124803
174	-0.173852
175	-0.260214
176	0.791277
177	0.281054
178	-0.077787
179	0.090581
180	-0.085123
181	-0.083072
182	-0.059754
183	0.382965
184	0.136925
185	-0.144322
186	0.200403
187	0.087881
188	0.143145
189	0.061249
190	-0.081467
191	0.073571
192	0.002717
193	0.042453
194	0.146690
195	0.282298
196	0.352242
197	-0.001407
198	0.002772
199	-0.110264
200	-0.233541
